epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.4983,1.88201,2.30531,1.56204,0.48751,0.83333,0.6593,0.50808,0.92668,1.02507,1.0536,0.00015,0.00015,0.00015
